id,category,topic,difficulty,source,created_at,question,answer
7287,data_engineering_llm,holidays,medium,seed://product_faq/exports,2025-03-18,Why was my account locked for suspicious activity?,"Go to Settings → Security and choose **Reset Password**. If you sign in via SSO (SAML), reset through your identity provider instead."
7288,product_faq,reimbursement,medium,seed://developer/api,2025-07-09,Quick question: Where can I see system status and uptime for ShopNest?,Run **Merge Duplicates** under Data Tools or reimport with a unique key to avoid duplicates.
7289,security_compliance,pagination,easy,seed://data_engineering_llm/rag,2025-10-08,"FYI, What is the max upload size for NDJSON files?","From Settings → Account, click **Delete account**. We queue deletion for 72 hours; backups purge afterward."
7290,hr_policy,workspaces,medium,seed://it_support/wifi,2025-08-24,Quick question: How can I filter reports for the last quarter?,We lock accounts after repeated failed logins or unusual activity. Reset your password and contact support if needed.
7291,security_compliance,auth,medium,seed://product_faq/exports,2025-09-13,New to HealthSync: How do I set up webhooks in HealthSync?,"Use Import → Upload and select **Parquet**. Map fields, run a preview, and start the import; invalid rows are reported."
7292,security_compliance,sdk,advanced,seed://data_engineering_llm/validation,2024-12-08,"In simple terms, How do I set up webhooks in ShopNest?",Create a webhook in Settings → Developers. Provide a secure endpoint and verify signatures on receipt.
7293,security_compliance,auth,advanced,seed://hr_policy/benefits,2025-04-29,Could you help me with this—Where can I find my API key in TripPilot?,Check status.trippilot.com for real‑time uptime and incident history. Subscribe for alerts.
7294,it_support,dlp,easy,seed://security_compliance/mfa,2025-08-10,Quick question: What are the DataWave rate limits for the web app?,Open Reports → Export and choose **PDF**. Exports are emailed and available in your download history.
7295,it_support,secrets,medium,seed://developer/sdk,2025-09-15,New to DataWave: What are the DataWave rate limits for the API?,"Use Import → Upload and select **Parquet**. Map fields, run a preview, and start the import; invalid rows are reported."
7296,product_faq,exports,medium,seed://developer/ratelimits,2025-10-09,Quick question: How do I add a new user with the member role?,Go to Workspace → Members → **Invite** and assign the **viewer** role. The user must accept via email.
7297,developer,secrets,easy,seed://security_compliance/encryption,2025-05-13,Where can I find my API key in ShopNest?,This is usually caused by a 500 error. Check the status page and your request logs; retry with exponential backoff.
7298,data_engineering_llm,validation,easy,seed://it_support/vpn,2025-02-07,"In simple terms, How do I update my billing address for ShopNest?",Open Billing → Plans and click **Change plan**. You can switch between Pro tiers at any time; proration is applied automatically.
7299,data_engineering_llm,filters,easy,seed://product_faq/dashboards,2025-05-05,"FYI, How can I delete my SecureID account and data?","Under Settings → Authentication, choose **SSO (SAML)** and upload your IdP metadata. Test in a sandbox first."
7300,product_faq,printer,easy,seed://it_support/vpn,2025-02-09,"In simple terms, How do I set up webhooks in DataWave?",Run **Merge Duplicates** under Data Tools or reimport with a unique key to avoid duplicates.
7301,data_engineering_llm,tokenization,easy,seed://it_support/vpn,2024-12-26,Could you help me with this—What is the max upload size for Excel files?,You can cancel any time under Billing → Subscription. Your access remains until the end of the current term.
7302,developer,jsonl,easy,seed://security_compliance/mfa,2024-12-10,Quick question: Where can I find my API key in SecureID?,Navigate to Settings → Developers → **API Keys**. Create a key and store it securely; rotate it regularly.
7303,security_compliance,fewshot,advanced,seed://developer/api,2025-10-26,Sorry if this is basic—How do I update my billing address for DataWave?,Imports typically complete within 5 business days. Large files or validation errors can take longer.
7304,developer,jsonl,easy,seed://developer/auth,2024-11-09,Could you help me with this—How long does it take to process imports?,Yes. Visit Integrations and connect **Slack**. You may need admin permissions in both systems.
7305,it_support,pii,easy,seed://security_compliance/pii,2025-09-04,"FYI, How do I resolve duplicate records after import?","The current max upload size is **50 MB** per file. For larger data, use the bulk import API."
7306,hr_policy,phishing,easy,seed://developer/webhooks,2025-07-20,Sorry if this is basic—What is the max upload size for Parquet files?,"Yes. By default, data is hosted in EU. Contact support to request a region change."
7307,security_compliance,encryption,medium,seed://product_faq/roles,2025-02-08,Sorry if this is basic—How can I filter reports for the last quarter?,"Go to Settings → Security and choose **Reset Password**. If you sign in via Microsoft login, reset through your identity provider instead."
7308,security_compliance,leave,easy,seed://hr_policy/payroll,2024-11-20,"FYI, How do I cancel my subscription to PaySphere?","Under Settings → Authentication, choose **Microsoft login** and upload your IdP metadata. Test in a sandbox first."
7309,developer,workspaces,advanced,seed://hr_policy/benefits,2025-06-24,Quick question: How long does it take to process imports?,Yes. Visit Integrations and connect **HubSpot**. You may need admin permissions in both systems.
7310,it_support,scheduling,easy,seed://security_compliance/mfa,2025-10-08,"FYI, Where can I find my API key in HealthSync?","Under Settings → Authentication, choose **Google login** and upload your IdP metadata. Test in a sandbox first."
7311,hr_policy,vpn,easy,seed://it_support/sso,2025-10-03,"In simple terms, How do I enable two‑factor authentication via push notification?",Create a webhook in Settings → Developers. Provide a secure endpoint and verify signatures on receipt.
7312,product_faq,roles,easy,seed://developer/sdk,2025-10-14,Quick question: Does BrightMail integrate with Make?,Open Billing → Plans and click **Change plan**. You can switch between Business tiers at any time; proration is applied automatically.
7313,it_support,vpn,easy,seed://hr_policy/reimbursement,2025-02-10,Could you help me with this—How can I filter reports for the last 7 days?,Go to Workspace → Members → **Invite** and assign the **admin** role. The user must accept via email.
7314,product_faq,device,easy,seed://product_faq/roles,2025-04-17,Where can I find my API key in BrightMail?,"For the dashboard, the default rate limit is 60 requests/minute per IP. Burst limits may apply; see our docs for details."
7315,product_faq,validation,easy,seed://developer/auth,2025-07-11,"FYI, How do I add a new user with the owner role?",Create a webhook in Settings → Developers. Provide a secure endpoint and verify signatures on receipt.
7316,hr_policy,phishing,medium,seed://hr_policy/holidays,2025-04-12,Sorry if this is basic—How do I reset my TaskFlow password?,Open Reports → Export and choose **PDF**. Exports are emailed and available in your download history.
7317,security_compliance,reimbursement,medium,seed://security_compliance/dlp,2025-01-26,Sorry if this is basic—Where can I see system status and uptime for SecureID?,Enable 2FA in Settings → Security. Choose **push notification** and follow the verification steps.
7318,security_compliance,pii,easy,seed://security_compliance/mfa,2025-03-02,New to DataWave: How do I roll back to a previous version of my data?,We lock accounts after repeated failed logins or unusual activity. Reset your password and contact support if needed.
7319,hr_policy,validation,advanced,seed://it_support/vpn,2025-01-04,"In simple terms, How do I add a new user with the owner role?",You can cancel any time under Billing → Subscription. Your access remains until the end of the current term.
7320,it_support,sso,medium,seed://data_engineering_llm/rag,2025-02-13,New to DataWave: Where can I see system status and uptime for DataWave?,We lock accounts after repeated failed logins or unusual activity. Reset your password and contact support if needed.
